subsidiary_name,subsidiary_id,Bezeichnung,Lieferant,Kategorie (CPV Hauptteil),Bieter,Summe,Aktualisiert
ÖBB-Produktion,8545,Reinigungsleistungen im ÖBB-Konzern (Unterhaltsreinigung österreichweit),Dussmann Austria GmbH,"90911000 Wohnungs-, Gebäude- und Fensterreinigung",0,"90.478,98",15.01.2025
ÖBB-Produktion,8545,KOMP - Bruck an der Mur - KLR,"CORYS, CORYS - Training and engineering simulators",34152000 Übungssimulatoren,1,"79.995,00",10.01.2025
ÖBB-Produktion,8545,KOMP - Wiener Neustadt - KLR,"CORYS, CORYS - Training and engineering simulators",34152000 Übungssimulatoren,1,"79.995,00",10.01.2025
ÖBB-Produktion,8545,Reinigungsleistungen im ÖBB-Konzern (Unterhaltsreinigung österreichweit),Dussmann Austria GmbH,"90911000 Wohnungs-, Gebäude- und Fensterreinigung",0,"87.588,96",09.01.2025
ÖBB-Produktion,8545,KOMP - Bludenz - KLR,"CORYS, CORYS - Training and engineering simulators",34152000 Übungssimulatoren,1,"79.995,00",07.01.2025
ÖBB-Produktion,8545,KOMP - Lienz - KLR,"CORYS, CORYS - Training and engineering simulators",34152000 Übungssimulatoren,1,"79.995,00",07.01.2025
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,Rahmenvereinbarung mit mehreren Unternehmen,09134220 Dieselkraftstoff (EN 590),1,"1,00",06.01.2025
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,Rahmenvereinbarung mit mehreren Unternehmen,09134220 Dieselkraftstoff (EN 590),1,"1,00",06.01.2025
ÖBB-Produktion,8545,KOMP - Wien Hbf - KLR,"CORYS, CORYS - Training and engineering simulators",34150000 Simulatoren,1,"79.995,00",31.12.2024
ÖBB-Produktion,8545,KOMP - Villach - KLR,"CORYS, CORYS - Training and engineering simulators",34150000 Simulatoren,1,"79.995,00",30.12.2024
ÖBB-Produktion,8545,KOMP - Wien Floridsdorf - KLR,"CORYS, CORYS - Training and engineering simulators",34150000 Simulatoren,1,"79.995,00",30.12.2024
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,Rahmenvereinbarung mit mehreren Unternehmen,09134220 Dieselkraftstoff (EN 590),1,"1,00",30.12.2024
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,Rahmenvereinbarung mit mehreren Unternehmen,09134220 Dieselkraftstoff (EN 590),1,"1,00",30.12.2024
ÖBB-Produktion,8545,KOMP - Salzburg - KLR,"CORYS, CORYS - Training and engineering simulators",34150000 Simulatoren,1,"79.995,00",27.12.2024
ÖBB-Produktion,8545,Abschlussprüfung im ÖBB-Konzern 2020ff.,KPMG Austria GmbH,79200000 Dienstleistungen im Bereich Rechnungslegung und -prüfung sowie Steuerwesen,5,"71.433,73",26.12.2024
ÖBB-Produktion,8545,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,Rahmenvereinbarung mit mehreren Unternehmen,09134220 Dieselkraftstoff (EN 590),1,"1,00",25.12.2024
