subsidiary_name,subsidiary_id,Bezeichnung,Lieferant,Kategorie (CPV Hauptteil),Bieter,Summe,Aktualisiert
ÖBB-Werbung,11224,Content Videoproduktionen,Rahmenvereinbarung mit mehreren Unternehmern,92111000 Film- und Videofilmherstellung,4,"1,00",01.06.2020
ÖBB-Werbung,11224,ÖBB - Video Produktion Gleisgeschichten 10 Folgen,News on Video GmbH Videoproduktion,92111000 Film- und Videofilmherstellung,3,"70.500,00",17.04.2020
ÖBB-Werbung,11224,Rahmenvereinbarung Content Marketing,Rahmenvereinbarung mit mehreren Unternehmern,79340000 Werbe- und Marketingdienstleistungen,6,"1,00",30.03.2020
ÖBB-Werbung,11224,Werbemittel - Werbemittel,Rahmenvereinbarung mit mehreren Unternehmern,39294100 Informations- und Werbeerzeugnisse,7,"1,00",20.01.2020
ÖBB-Werbung,11224,"Herstellung, Lieferung, Montage und Instandhaltung von Großplakattafeln",,79341000 Werbedienste,,,17.01.2020
ÖBB-Werbung,11224,Veranstaltungsreihe Gösserhalle,By VEEM Event GmbH Zentrale,79952000 Event-Organisation,1,"196.796,30",04.12.2019
ÖBB-Werbung,11224,Catering Grautschendorf,Velvet Catering GmbH Catering Unternehmen,79990000 Verschiedene Dienstleistungen für Unternehmen,1,"52.633,00",03.10.2019
ÖBB-Werbung,11224,Recruiting Videos,PPM 2.0 GmbH Filmproduktion,79340000 Werbe- und Marketingdienstleistungen,1,"85.000,00",24.09.2019
ÖBB-Werbung,11224,ÖBB Lieferantentag 2019,By VEEM Event GmbH Zentrale,79952000 Event-Organisation,1,"61.808,60",24.09.2019
ÖBB-Werbung,11224,Catering Business Run 2019,Cateringsolutions GmbH Catering,79340000 Werbe- und Marketingdienstleistungen,1,"82.440,00",02.09.2019
ÖBB-Werbung,11224,Potenzialanalyse 1,marketmind Geschäftsführung,79300000 Markt- und Wirtschaftsforschung; Umfragen und Statistiken,1,"58.900,00",05.08.2019
ÖBB-Werbung,11224,Abruf aus Rahmenvereinbarung,Rahmenvereinbarung mit mehreren Unternehmen,42962000 Druck- und Grafikausrüstung,0,"1,00",26.07.2019
ÖBB-Werbung,11224,Großformatiger Digitaldruck,XXX,79811000 Digitaldruck,5,"1,00",09.07.2019
ÖBB-Werbung,11224,Großformatiger Digitaldruck,XXX,79811000 Digitaldruck,5,"1,00",09.07.2019
ÖBB-Werbung,11224,Großformatiger Digitaldruck,XXX,79811000 Digitaldruck,5,"1,00",09.07.2019
ÖBB-Werbung,11224,Rahmenvereinbarung Fotoproduktionen,XXX,79960000 Dienstleistungen des fotografischen Gewerbes und zugehörige Leistungen,5,"1,00",04.06.2019
ÖBB-Werbung,11224,Rahmenvereinbarung Fotoproduktionen,XXX,79960000 Dienstleistungen des fotografischen Gewerbes und zugehörige Leistungen,5,"1,00",04.06.2019
ÖBB-Werbung,11224,Rahmenvereinbarung Fotoproduktionen,XXX,79960000 Dienstleistungen des fotografischen Gewerbes und zugehörige Leistungen,5,"1,00",04.06.2019
