subsidiary_name,subsidiary_id,Bezeichnung,Lieferant,Kategorie (CPV Hauptteil),Bieter,Summe,Aktualisiert
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 16 InfoSec Governance Manager Generalist,,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 21 InfoSec Analyst Netztrennung,,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 20 InfoSec Analyst Threat Model,,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 15 Security Architect Härtung Backend,,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 14 Security Architect sichere Endgeräte,,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 13 Security Architect Storage und Backup,,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 12 Security Architect Sicherheitsmechanismen-Cloud II (Non-Microsoft Clouds),,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 11 Security Architect Sicherheitsmechanismen Cloud-Umgebungen I (Azure und M365),,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 10 Security Architect M365,,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 9 Security Architect Maschinenzertifikate / Assets,,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 8 Sec. Architect Monitoring / SIEM / SIEM Use Cases,,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 7 Security Architect Verzeichnisdienste und AD Tier Modell,,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 6 Security Architect SMIME / E-Mail-Verschlüsselung,,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 5 Security Architect Netzwerke,,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 4 Security Architect Fahrzeuge,,72200000 Softwareprogrammierung und -beratung,,,16.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Manueller Winterdienst im Gleisbereich,"NCN Die Dienstleister GmbH, Bereich Kärnten Osttirol Steiermark",90620000 Schneeräumung,3,"1.468.406,40",15.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 3 Projektleiter Information Security - Fachanteil Rollout - Network Access Control,,72200000 Softwareprogrammierung und -beratung,,,15.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec-DL - Los 2 Projektleiter Information Security mit Fachanteil Security Architecture,,72200000 Softwareprogrammierung und -beratung,,,15.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,InfoSec DL - Los 1 Projektleiter Information Security,,72200000 Softwareprogrammierung und -beratung,,,15.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,XXX,09134220 Dieselkraftstoff (EN 590),7,"1,00",11.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,XXX,09134220 Dieselkraftstoff (EN 590),7,"1,00",11.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,XXX,09134220 Dieselkraftstoff (EN 590),7,"1,00",11.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,XXX,09134220 Dieselkraftstoff (EN 590),7,"1,00",11.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,XXX,09134220 Dieselkraftstoff (EN 590),7,"1,00",11.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,XXX,09134220 Dieselkraftstoff (EN 590),7,"1,00",11.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Dieselkraftstoff EN 590 im 4ax-Kesselwagen sowie Straßentankwagen,XXX,09134220 Dieselkraftstoff (EN 590),7,"1,00",11.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Bestellsystem für die ÖBB Bahn Bistros,ventopay gmbh office,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"99.222,70",09.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Zertifizierungsleistungen,,"71000000 Dienstleistungen von Architektur-, Konstruktions- und Ingenieurbüros und Prüfstellen",,,07.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Technische Überwachung von Abstellanlagen,G4S Secure Solutions AG G4S Secure Solutions AG – Zentrale,79710000 Dienstleistungen von Sicherheitsdiensten,1,"88.421,25",04.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Leistungen für mechanische bzw. elektrische Konstruktion, Auslegung, Spezifikation und Nachweisführung für Schienenfahrzeuge",,71330000 Verschiedene von Ingenieuren erbrachte Dienstleistungen,,,03.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Oberleitung > Oberleitungsbauteile für ÖBB Oberleitungsanlagen (Lieferung),,44210000 Konstruktionen und Teile von Konstruktionen,,,02.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Oberleitung > Nachspannungen und sonstige Oberleitungsbauteile für ÖBB Oberleitungsanlagen (Lieferung),,44210000 Konstruktionen und Teile von Konstruktionen,,,02.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Oberleitung > Oberleitungsbauteile für ÖBB Oberleitungsanlagen (Teil 2) - (Lieferung),,44210000 Konstruktionen und Teile von Konstruktionen,,,02.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Oberleitung > Erdungsvorrichtungen und Sicherheitsgeräte (Lieferung),,31731000 Elektrotechnischer Bedarf,,,02.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Oberleitung > Klemmen, Presskabelschuhe und -verbinder für ÖBB Oberleitungsanlagen (Lieferung)",,"31700000 Elektronischer, elektromechanischer und elektrotechnischer Bedarf",,,02.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Oberleitung > Klemmen, Stoßverbindern, Feldabstandhaltern und Kabelbriden für ÖBB Oberleitungsanlagen (Lieferung)",,"31700000 Elektronischer, elektromechanischer und elektrotechnischer Bedarf",,,02.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Oberleitung > Komponenten für Rückstromführung und Bahnerdung in ÖBB Oberleitungsanlagen (Lieferung),,31680000 Elektrische Bedarfsartikel und Zubehör,,,02.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Oberleitung > Belastungsgewichte und Gewichtsaufhängestangen für ÖBB Oberleitungsanlagen (Lieferung),,44210000 Konstruktionen und Teile von Konstruktionen,,,02.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Oberleitung > Elektrische Trenneinrichtungen für ÖBB Oberleitungsanlagen (Lieferung),,31230000 Teile von Elektrizitätsverteilungs- oder -schalteinrichtungen,,,02.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Oberleitung > Stahlverbinder für ÖBB Oberleitungsanlagen (Lieferung),,44210000 Konstruktionen und Teile von Konstruktionen,,,02.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Desk Sharing Software,,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",,,02.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,SPRINT 2.0,Rahmenvereinbarung mit mehreren Unternehmern,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",6,"1,00",01.02.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Wartung & Dienstleistung - Orders4All,Sphinx It Consulting SIT,72260000 Dienstleistungen in Verbindung mit Software,1,"1,00",31.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV über die Errichtung und Servicierung von elektrischen Anlagen und TK-Anlagen,ELIN GmbH Zentrale,45311000 Installation von Elektroanlagen,13,"1.381.060,78",27.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV über die Errichtung und Servicierung von elektrischen Anlagen und TK-Anlagen,"ETECH Schmid u. Pachler Elektrotechnik GmbH & Co KG ETECH Zentrale, Elektroinstallation, Kalkulation",45311000 Installation von Elektroanlagen,13,"8.937.576,99",27.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV über die Errichtung und Servicierung von elektrischen Anlagen und TK-Anlagen,Fiegl & Spielberger GmbH Zentrale,45311000 Installation von Elektroanlagen,13,"6.928.666,29",27.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV über die Errichtung und Servicierung von elektrischen Anlagen und TK-Anlagen,emc elektromanagement & construction GmbH Haustechnikleistungen - Elektro und HKLS,45311000 Installation von Elektroanlagen,13,"18.127.896,78",27.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV über die Errichtung und Servicierung von elektrischen Anlagen und TK-Anlagen,Dipl. Ing. Zösmayr Elektrotechnik GmbH Firmensitz Tirol,45311000 Installation von Elektroanlagen,13,"2.739.745,00",27.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV über die Errichtung und Servicierung von elektrischen Anlagen und TK-Anlagen,Hereschwerke GmbH Kalkulation,45311000 Installation von Elektroanlagen,13,"19.640.638,02",27.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV über die Errichtung und Servicierung von elektrischen Anlagen und TK-Anlagen,Silberfeld Blitschutzbau & Elektrotechnik GmbH Blitzschutzbau & Elektrotechnik,45311000 Installation von Elektroanlagen,13,"9.990.669,25",27.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV über die Errichtung und Servicierung von elektrischen Anlagen und TK-Anlagen,Klenk & Meder GmbH Kalkulation,45311000 Installation von Elektroanlagen,13,"1.206.562,41",27.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,ÖBB Shared Mobility Plattform inkl. Hardware Komponenten II,Rahmenvereinbarung mit mehreren Unternehmern,98300000 Diverse Dienstleistungen,6,"1,00",25.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Personal- und Immobilieninserate,,79400000 Unternehmens- und Managementberatung und zugehörige Dienste,,,20.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Process Mining Tool,,48000000 Softwarepaket und Informationssysteme,,,19.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,AdBlue im Tankwagen + IBC Österreichweit zugestellt,Obereder GmbH Geschäftsführer,09100000 Brennstoffe,,,19.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Wartung und Weiterentwicklung der Vermessungssoftware,rmDATA GmbH reDATA GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"2.289.588,00",18.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,LAN/ WAN - Komponenten,NTT Austria GmbH Sekretariat,32424000 Netzwerkinfrastruktur,4,"28.358.949,27",18.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Fahrgastzahlenmanager,,72212510 Entwicklung von Kommunikationssoftware,,,17.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Fertigung und Lieferung von Lärmschutzwandelementen und Absorptionskörper aus Beton - 2022,,44114200 Betonerzeugnisse,,,14.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,ÖBB Software Materialerkennung,,48000000 Softwarepaket und Informationssysteme,,,13.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Elektrische Haushaltsgeräte,BSH Hausgeräte Gesellschaft mbH Vertrieb Siemens Electrogeräte,39710000 Elektrische Haushaltsgeräte,2,"70.699,64",11.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,WLAN-Komponenten,NTS NETZWERK TELEKOM SERVICE AG Büro Wien,32424000 Netzwerkinfrastruktur,5,"2.660.427,00",11.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Elektroanlagen => Lieferung von Niederspannungs-Schaltgerätekombinationen für elektrische Anlagen in der technischen Streckenausrüstung,,31213000 Verteileranlagen,,,10.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Küchen für das ÖBB-Wohnprogramm,Rahmenvereinbarung mit mehreren Unternehmern,39141000 Küchenmöbel,8,"1,00",04.01.2022
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Optimierung und Simulation ARP,Rahmenvereinbarung mit mehreren Unternehmern,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",5,"1,00",30.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,SAP Asset Manager,SAP Österreich GmbH Zentrale,48000000 Softwarepaket und Informationssysteme,1,"61.515,00",30.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Abruf eines Rahmenvertrages iApplikationen,IQSOFT Zentrale,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"7.500.000,00",30.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,ARIS und webMethods Lizenzen,Software GmbH Österreich Zentrale,48000000 Softwarepaket und Informationssysteme,1,"3.913.917,35",29.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Autodesk Lizenzen: Renewal der concurrent use Lizenzen,ARTAKER Büroautomation GmbH Geschäftsführung,48000000 Softwarepaket und Informationssysteme,2,"184.492,84",23.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Security Information and Event Management - SIEM (Splunk),Bacher Systems EDV GmbH Systemintegrator,48000000 Softwarepaket und Informationssysteme,2,"21.509.791,36",23.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Firewall und Security-Policy-Orchestrierung,Bacher Systems EDV GmbH Systemintegrator,32400000 Netzwerke,1,"10.115.176,15",23.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Software & Lizenzmanagement | Abruf-RV zu Provia ID 7115,SoftwareONE Österreich GmbH Zentrale,48000000 Softwarepaket und Informationssysteme,1,"23.405.000,00",23.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenverträge für Gleis- und Weichenbau - Rotierende Schienenschleifung für Normalspurstrecken im gesamten Netz der ÖBB-Infrastruktur AG,SPENO International SA SPENO International SA,45234100 Bauarbeiten für Eisenbahnlinien,2,"48.102.000,00",21.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,3 M Gebläseatemschutz 2022,Lasaco GmbH Schweißtechnik,35800000 Persönliche Ausrüstung und Hilfsausrüstung,1,"85.750,12",20.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Anlagenüberprüfungen: Aufzüge, Fahrtreppen, Tür-, Tor- und Hebeanlagen",Rahmenvereinbarung mit mehreren Unternehmern,71630000 Technische Kontrolle und Tests,6,"1,00",20.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV NÖ Los 3 - Gasanlagen Wartung Inspektion Störung Reparatur - Wartung Inspektion Störung Reparatur von Gasanlagen/-leitungen,Andreas Smutka  Zentrale,50531200 Wartung von Gasverbrauchseinrichtungen,1,"66.070,00",16.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenvertrag über Installationsrohre und Zubehör,Sonepar Österreich GmbH Leitung Industrievertrieb,44322000 Kabelzubehör,3,"92.790,68",15.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenvereinbarung,Pink University GmbH Pink University GmbH,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",6,"192.550,00",13.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Abruf eines Rahmenvertrag,x,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"1,00",13.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Abruf eines Rahmenvertrag,x,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"1,00",13.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung div. Kaffeemaschinen inkl. Wartung und Kaffee,Selecta Betriebsverpflegungs-GmbH Vending Branche,15861000 Kaffee,4,"2.076.732,00",10.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Lebensmitteln und Getränken,,"15000000 Nahrungsmittel, Getränke, Tabak und zugehörige Erzeugnisse",,,09.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Edelstahlbleche,Kloeckner Metals Austria GmbH & Co KG Verkauf,14622000 Stahl,4,"347.598,00",07.12.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Terminal Service Provider (TSP),Rahmenvereinbarung mit mehreren Unternehmern,"30000000 Maschinen, Material und Zubehör für Büro und Computer, außer Möbeln und Softwarepaketen",3,"1,00",29.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Besen & Bürsten,Masta Produktions- und VertriebsgesmbH Zenrale,"39224000 Besen, Bürsten und sonstige Artikel verschiedener Art",2,"91.491,58",26.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Baubeschläge, Zylinderschlösser etc.","Schachermayer-Großhandelsgesellschaft m.b.H. Partner für Gewerbe, Industrie und Handel","44500000 Werkzeug, Schlösser, Schlüssel, Scharniere, Verbindungselemente, Ketten und Federn",2,"215.853,42",25.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Instandhaltungsleistungen - RV Baumeisterarbeiten Hochbau für unregelmäßige geringfügige Instandsetzungen,PORR Bau GmbH Kärnten - Business Unit 1 / HB,45210000 Bauleistungen im Hochbau,15,"388.862,69",18.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Instandhaltungsleistungen - RV Baumeisterarbeiten Hochbau für unregelmäßige geringfügige Instandsetzungen,HABAU Hoch- und Tiefbaugesellschaft m.b.H. Ingenieurtiefbau Nord (Horn),45210000 Bauleistungen im Hochbau,15,"406.329,53",18.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Instandhaltungsleistungen - RV Baumeisterarbeiten Hochbau für unregelmäßige geringfügige Instandsetzungen,Bietergemeinschaft bestehend aus: Leyrer + Graf Baugesellschaft m.b.H. Zentrale / Firmenhauptsitz;Jäger GesmbH Zentrale,45210000 Bauleistungen im Hochbau,15,"670.600,71",18.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Instandhaltungsleistungen - RV Baumeisterarbeiten Hochbau für unregelmäßige geringfügige Instandsetzungen,Hieden & Kall Hoch-u. Tiefbaugesellschaft m. b. H. Filiale Klagenfurt,45210000 Bauleistungen im Hochbau,15,"330.135,54",18.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Instandhaltungsleistungen - RV Baumeisterarbeiten Hochbau für unregelmäßige geringfügige Instandsetzungen,Ing. Berger & Brunner Baugesellschaft m.b.H. Niederlassung Inzing,45210000 Bauleistungen im Hochbau,15,"877.722,21",18.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Instandhaltungsleistungen - RV Baumeisterarbeiten Hochbau für unregelmäßige geringfügige Instandsetzungen,RHT Bau Hochbau,45210000 Bauleistungen im Hochbau,15,"709.577,42",18.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Instandhaltungsleistungen - RV Baumeisterarbeiten Hochbau für unregelmäßige geringfügige Instandsetzungen,Rhomberg Bau GmbH Zentrale,45210000 Bauleistungen im Hochbau,15,"509.577,97",18.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Abruf eines unbefristeten Rahmenvertrags aus der Rahmenvereinbarung 4600025398,SER Solutions Österreich GmbH Florido Tower,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",1,"708.437,98",18.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Elektroanlagen => Lieferung, Errichtung, Betrieb und Instandhaltung von E-Ladeinfrastruktur",,31681500 Aufladegeräte,,,17.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Handdesinfektionsspender,Hagleitner Hygiene Österreich GmbH Zentrale Zell am See,39330000 Desinfektionsausrüstung,2,"52.764,00",15.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Maler- u. Anstreicherwerkzeug,Friedrich Eberlein GmbH Vertrieb,39224210 Malerpinsel,1,"86.408,97",15.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,RV NÖ_GAS_Wartung-Inspektion-Störung-Reparatur - Wartung-Inspektion-Störung-Reparatur von Gasanlagen,Jeitler Firmensitz,50531200 Wartung von Gasverbrauchseinrichtungen,2,"64.331,12",11.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Bahnsteiganzeiger - VVE Monitor,XXX,31711200 Elektronische Anzeigen,2,"1,00",09.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Lieferung von Verbindungselementen im Rahmen eines Belieferungssystems,,44530000 Verbindungselemente,,,08.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenvereinbarung,Rahmenvereinbarung mit mehreren Unternehmern,"72000000 IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung",2,"11.245.000,00",08.11.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,AdBlue im Tankwagen + IBC Österreichweit zugestellt,Obereder GmbH Geschäftsführer,09100000 Brennstoffe,,,28.10.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,AdBlue im Tankwagen + IBC Österreichweit zugestellt,Kreuzmayr GmbH Zentrale,09100000 Brennstoffe,,,22.10.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenvertrag über die Lieferung von handelsüblichen Formrohren,XXX,14622000 Stahl,2,"1,00",21.10.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"SAP Add-On ""rta"" | Wartung & Beratung",Informatics Consulting and Development GmbH Informatics Consulting and Development GmbH,48000000 Softwarepaket und Informationssysteme,1,"72.088,00",19.10.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Rahmenvertrag über die Lieferung von handelsüblichen Stabstählen,Mechel Service Stahlhandel Austria GmbH  Zweigniederlassung,14622000 Stahl,2,"128.504,05",15.10.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Reinigung von ÖBB-Schienenfahrzeugen im Personenverkehr und zugehörige Leistungen,Rahmenvereinbarung mit mehreren Unternehmen,90917000 Reinigung von Transportmitteln,5,"1,00",13.10.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Reinigung von ÖBB-Schienenfahrzeugen im Personenverkehr und zugehörige Leistungen,Rahmenvereinbarung mit mehreren Unternehmen,90917000 Reinigung von Transportmitteln,5,"1,00",13.10.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Reinigung von ÖBB-Schienenfahrzeugen im Personenverkehr und zugehörige Leistungen,Rahmenvereinbarung mit mehreren Unternehmen,90917000 Reinigung von Transportmitteln,5,"1,00",13.10.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Reinigung von ÖBB-Schienenfahrzeugen im Personenverkehr und zugehörige Leistungen,Rahmenvereinbarung mit mehreren Unternehmen,90917000 Reinigung von Transportmitteln,5,"1,00",13.10.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Anlagenüberprüfungen,Rahmenvereinbarung mit mehreren Unternehmern,71630000 Technische Kontrolle und Tests,3,"1,00",05.10.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Einzelkomponenten für Sprechhörer,,32344210 Funkausrüstung,,,04.10.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Versand von Postsendungen,,64110000 Postdienste,,,30.09.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Isolierstöße (vorgefertigt),,34946200 Oberbaumaterial für Eisenbahnen,,,30.09.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Grundlegende Charakterisierung von Abfällen,,71319000 Gutachterische Tätigkeit,,,29.09.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Grundlegende Charakterisierung von Abfällen,,71319000 Gutachterische Tätigkeit,,,29.09.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Geschäftsreisebüroleistungen,BTU Business Travel Unlimited Österreich,63500000 Dienstleistungen von Reisebüros und Reiseveranstaltern sowie Hilfstätigkeiten für Touristen,2,"128.235,00",29.09.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,IT-Tool -  Prognosemodelle,,"72212460 Entwicklung von Analyse-, Wissenschafts-, Mathematik- und Prognosesoftware",,,27.09.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,"Chemische Komponenten (Kleber, Dichtmassen, Schmiermittel etc.)",,24000000 Chemische Erzeugnisse,,,24.09.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,(Werkzeug)-Automaten,Kellner & Kunz AG Niederlassung Wien,42000000 Industrielle Maschinen,2,"620.400,00",21.09.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Endpoint-Security Lösung,Atos IT Solutions and Services GmbH Zentrale,48732000 Datensicherheitssoftwarepaket,6,"3.498.990,00",21.09.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Entwicklungstätigkeiten im Bereich von Schienenfahrzeugen für den Güterverkehr,Rahmenvereinbarung mit mehreren Unternehmern,"79000000 Dienstleistungen für Unternehmen: Recht, Marketing, Consulting, Einstellungen, Druck und Sicherheit",9,"1,00",21.09.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,OCR (optical-character-reader) -Tool,,48000000 Softwarepaket und Informationssysteme,,,16.09.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Dienstleistungen => Örtliche Bauausicht (ÖBA) in der technischen Streckenausrüstung,,71520000 Bauaufsicht,,,16.09.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Reinigungschemie Graffiti und Graffitischutzanstriche,Guard KG Zentrale,"44800000 Anstrichfarben, Lacke und Mastixharze",3,"493.749,56",14.09.2021
ÖBB Holding AG mit allen verbundenen Unternehmen,11074,Reinigungschemie Graffiti und Graffitischutzanstriche,OLLINGER Handels Ges. m. b. H. Zentrale,"44800000 Anstrichfarben, Lacke und Mastixharze",3,"266.220,00",14.09.2021
